F1,F2,F3,F4,F5,F6,F7,F8,label
404.0,4.992574257425742,0.4084158415841584,0.1485148514851485,1.646039603960396,0.6707920792079208,0.74,0.0,0
122.0,4.737704918032787,0.36065573770491804,0.11475409836065574,1.4508196721311475,0.6147540983606558,0.74,0.0,0
75.0,5.093333333333334,0.5333333333333333,0.08,1.6666666666666667,0.6533333333333333,0.28,0.0,0
477.0,5.148846960167715,0.5324947589098532,0.11530398322851153,1.5178197064989518,0.8176100628930818,0.7,0.0,0
335.0,4.82089552238806,0.4746268656716418,0.14029850746268657,1.5940298507462687,0.7134328358208956,0.8,0.0,0
61.0,5.032786885245901,0.47540983606557374,0.09836065573770492,1.7377049180327868,0.7704918032786885,0.68,0.0,0
135.0,5.118518518518519,0.45925925925925926,0.08148148148148149,2.096296296296296,0.7481481481481481,0.32,0.0,0
83.0,4.855421686746988,0.5060240963855421,0.1686746987951807,1.5662650602409638,0.8674698795180723,0.84,1.0,0
233.0,4.742489270386266,0.41201716738197425,0.18025751072961374,1.6866952789699572,0.7253218884120172,0.96,0.0,0
359.0,4.727019498607242,0.5013927576601671,0.20334261838440112,1.5933147632311977,0.7019498607242339,1.04,0.0,0
401.0,4.86284289276808,0.47880299251870323,0.1546134663341646,1.6957605985037407,0.6932668329177057,0.78,0.0,0
79.0,5.177215189873418,0.6329113924050633,0.0759493670886076,1.8987341772151898,0.7468354430379747,0.56,0.0,0
105.0,5.171428571428572,0.37142857142857144,0.1523809523809524,2.1809523809523808,0.6476190476190476,0.82,0.0,0
188.0,4.776595744680851,0.5106382978723404,0.16489361702127658,1.7925531914893618,0.7180851063829787,0.92,0.0,0
424.0,4.912735849056604,0.5047169811320755,0.1792452830188679,1.7452830188679245,0.6485849056603774,0.66,0.0,0
111.0,4.900900900900901,0.4864864864864865,0.1891891891891892,1.7297297297297298,0.8468468468468469,1.16,0.0,0
368.0,5.163043478260869,0.5489130434782609,0.1358695652173913,1.877717391304348,0.7228260869565217,0.6,0.0,0
266.0,4.947368421052632,0.48120300751879697,0.15413533834586465,1.9248120300751879,0.6278195488721805,0.68,0.0,0
224.0,4.625,0.48660714285714285,0.17410714285714285,1.71875,0.6607142857142857,0.66,0.0,0
361.0,4.731301939058172,0.47645429362880887,0.15512465373961218,1.520775623268698,0.5983379501385041,0.44,0.0,0
285.0,4.663157894736842,0.4631578947368421,0.12631578947368421,1.3719298245614036,0.6491228070175439,0.74,0.0,0
277.0,3.9891696750902526,0.38267148014440433,0.1407942238267148,1.2671480144404332,0.5884476534296029,1.1,0.0,0
384.0,4.544270833333333,0.4947916666666667,0.16145833333333334,1.4973958333333333,0.6770833333333334,0.8,1.0,0
320.0,5.05,0.478125,0.0625,1.728125,0.815625,0.4,0.0,0
306.0,5.333333333333333,0.5098039215686274,0.15359477124183007,1.8366013071895424,0.5686274509803921,0.76,0.0,0
183.0,4.371584699453552,0.5846994535519126,0.1366120218579235,1.53551912568306,0.8032786885245902,1.1,0.0,0
250.0,5.36,0.5,0.108,1.776,0.712,0.8,1.0,0
241.0,3.887966804979253,0.2863070539419087,0.04564315352697095,1.4730290456431536,0.46887966804979253,1.06,0.0,0
387.0,5.232558139534884,0.4935400516795866,0.1343669250645995,1.7545219638242895,0.599483204134367,1.0,0.0,0
17.0,4.882352941176471,0.23529411764705882,0.0,1.8823529411764706,0.5882352941176471,0.4117647058823529,0.0,0
475.0,4.72,0.35789473684210527,0.16842105263157894,1.7389473684210526,0.5810526315789474,1.24,0.0,0
136.0,4.926470588235294,0.5367647058823529,0.20588235294117646,1.7352941176470589,0.7941176470588235,0.8,0.0,0
59.0,4.389830508474576,0.3559322033898305,0.11864406779661017,1.5593220338983051,0.6610169491525424,0.56,0.0,0
52.0,4.6923076923076925,0.3076923076923077,0.1346153846153846,1.9423076923076923,0.8076923076923077,0.78,0.0,0
47.0,4.680851063829787,0.46808510638297873,0.1276595744680851,1.7234042553191489,0.7021276595744681,0.6595744680851063,0.0,0
86.0,4.267441860465116,0.32558139534883723,0.08139534883720931,1.4883720930232558,0.5581395348837209,0.58,0.0,0
64.0,4.296875,0.28125,0.09375,1.65625,0.671875,0.52,0.0,0
157.0,6.598726114649682,0.5987261146496815,0.03821656050955414,2.0955414012738856,0.5159235668789809,0.42,0.0,0
272.0,4.893382352941177,0.5257352941176471,0.13602941176470587,1.4522058823529411,0.6544117647058824,0.44,1.0,0
58.0,4.793103448275862,0.4482758620689655,0.1206896551724138,1.603448275862069,0.8103448275862069,0.66,1.0,0
245.0,4.612244897959184,0.42857142857142855,0.1836734693877551,1.489795918367347,0.6285714285714286,0.8,0.0,0
